5.25,-3.44,-82.81,-0.59,-1.64,-1.06
1.12,-4.87,-85.31,-0.30,-0.85,-0.96
-9.44,-11.13,-82.12,-0.78,0.01,-1.27
-7.06,4.56,-84.31,-0.53,-0.30,-2.08
-2.19,28.25,-88.12,-0.46,0.25,-0.66
-23.56,33.19,-77.87,-0.40,0.12,-0.12
-41.44,31.00,-61.63,-0.30,-0.53,-0.38
-36.63,32.75,-49.19,-0.46,-1.66,-0.13
-26.19,34.13,-41.56,-0.21,-2.38,0.00
-17.12,33.56,-41.44,-0.32,-3.35,0.16
-6.81,30.62,-52.13,-0.45,-4.11,0.20
0.88,26.62,-72.62,-0.92,-4.77,0.28
1.50,22.56,-98.87,-1.07,-4.49,0.34
-3.37,19.94,-127.06,-1.30,-3.79,0.69
-6.37,14.50,-150.56,-1.61,-2.37,1.17
-0.13,5.87,-162.81,-1.73,-0.87,1.78
4.44,-8.13,-160.31,-2.05,0.55,1.78
5.25,-22.44,-151.94,-2.32,1.10,1.20
20.37,-33.25,-155.50,-2.05,3.01,1.10
35.81,-43.75,-163.44,-1.71,4.13,-0.25
39.75,-41.69,-164.12,-2.96,4.75,-0.92
31.50,-28.19,-154.12,-2.95,5.60,-1.18
14.19,-14.13,-136.31,-2.74,6.53,-0.48
4.44,-4.94,-115.00,-2.52,6.48,-0.15
14.75,-2.50,-98.87,-2.50,6.62,0.16
32.38,-6.00,-91.31,-2.32,7.08,0.18
40.19,-12.13,-85.62,-2.74,8.99,-0.67
37.19,-14.63,-75.75,-3.11,9.90,-1.43
30.44,-5.31,-61.44,-3.22,10.76,-1.78
17.06,18.87,-45.13,-3.93,11.69,0.76
-6.75,27.19,4.75,-3.66,11.55,0.38
-35.50,28.75,66.62,-3.24,9.69,0.31
-38.81,32.31,110.56,-2.77,7.81,0.77
-37.88,27.25,137.81,-2.06,4.02,0.39
-42.31,19.19,145.62,-1.85,2.70,-0.07
-48.31,14.13,135.25,-1.74,2.13,-0.11
-59.25,12.50,116.50,-1.54,1.89,-0.55
-67.62,17.50,95.62,-1.86,2.66,0.04
-69.56,18.75,83.56,-1.79,3.37,0.40
-61.38,13.69,85.94,-1.71,3.89,0.75
-43.94,3.19,101.94,-1.64,3.96,0.77
-22.31,-10.06,123.37,-1.38,2.56,0.33
-1.87,-22.25,141.75,-1.24,1.73,-0.10
11.13,-29.37,151.37,-1.22,1.04,-0.53
16.00,-30.06,152.37,-1.18,0.60,-0.71
15.50,-22.37,147.06,-1.22,0.07,-1.47
8.31,-8.38,139.69,-0.82,0.40,-0.74
-9.38,-6.56,140.75,-0.67,0.55,-0.24
-22.62,-12.44,149.31,-0.72,0.22,-0.07
-26.12,-17.31,162.19,-0.92,-0.17,-0.06
-23.94,-19.69,178.62,-1.02,-1.07,-0.33
-10.81,-15.63,190.00,-1.12,-2.43,-0.40
12.94,-7.25,183.81,-0.94,-4.84,0.15
