23.25,17.00,-79.06,0.00,0.00,0.00
15.56,12.31,-106.06,0.00,0.00,0.00
17.37,4.31,-114.62,0.00,0.00,0.00
28.19,5.69,-117.12,0.74,-7.73,-2.43
24.31,9.19,-122.19,0.63,-7.86,-2.08
3.87,7.19,-137.31,0.52,-7.84,-1.49
-15.25,6.31,-159.62,-0.10,-6.22,-1.55
-25.87,9.81,-178.12,-0.45,-4.66,-1.38
-35.00,15.50,-189.50,-0.87,-3.16,-0.84
-43.75,17.81,-194.06,-1.48,-0.48,-0.18
-47.69,18.50,-190.31,-1.66,0.38,-0.15
-43.38,21.44,-179.62,-1.58,0.66,-0.43
-26.31,30.81,-171.94,-1.25,0.47,-0.86
-4.06,39.94,-177.75,-1.16,1.78,0.69
3.06,39.75,-194.56,-1.74,4.07,1.62
-8.75,34.13,-204.12,-1.98,6.79,2.16
-24.25,32.25,-201.06,-2.23,8.65,2.36
-33.63,27.37,-184.94,-2.08,11.78,3.77
-45.94,9.06,-143.37,-1.69,11.60,3.15
-50.31,-6.44,-88.75,-1.58,9.75,1.07
-45.94,0.13,-53.94,-1.53,7.29,-0.11
-53.31,11.00,-41.13,0.43,2.72,-0.69
-66.37,21.19,-57.81,0.25,1.63,0.44
-75.12,19.50,-98.25,-0.51,3.31,2.01
-79.00,10.38,-121.81,-2.15,10.71,2.78
-68.31,7.56,-108.31,-2.42,12.20,3.03
-31.62,6.25,-75.50,-2.44,12.47,4.01
8.13,-7.69,-21.87,-2.31,12.50,3.80
36.81,-14.00,18.12,-1.64,7.59,1.90
43.44,-16.00,27.69,-1.34,6.43,1.65
19.19,-21.94,20.12,-1.24,6.30,1.32
-11.94,-25.19,9.88,-1.42,6.94,0.72
-22.87,-21.44,6.37,-1.54,9.70,1.41
-15.81,-24.00,17.12,-1.92,9.92,0.85
7.81,-19.37,30.31,-2.50,10.69,0.77
12.94,-22.31,52.50,-2.48,11.44,1.91
13.00,-27.69,75.50,-2.53,9.68,0.18
23.56,-28.19,97.12,-2.30,8.79,0.55
24.75,-31.62,115.31,-2.41,7.19,-0.01
17.31,-30.56,123.81,-1.83,6.41,-0.50
0.56,-28.75,128.87,-1.67,5.06,-1.40
-12.94,-24.62,131.62,-1.61,5.05,-0.64
-21.37,-28.87,138.06,-1.38,4.75,-0.95
-16.62,-23.81,140.31,-1.53,3.39,-1.92
-2.75,-7.81,136.12,-1.57,3.92,-1.46
-11.88,2.31,145.69,-1.33,3.10,-0.99
-15.50,2.69,152.19,-0.87,2.14,-0.25
-15.50,2.69,152.19,-0.68,0.97,-0.33
1.25,-13.69,159.62,-0.63,0.42,-0.10
-0.69,-14.50,165.69,-0.43,-0.76,0.47
-3.56,-19.81,166.62,-0.34,-1.75,0.72
-0.88,-27.00,168.56,-0.16,-2.80,0.58
11.94,-29.69,169.69,0.00,-3.78,0.29
28.87,-27.56,162.81,0.19,-4.36,0.17
40.31,-25.81,152.62,0.52,-4.99,-0.30
