2.31,0.75,2.37,0.00,0.00,0.00
-2.19,1.56,1.62,0.00,0.00,0.00
-4.50,1.31,1.44,0.00,0.00,0.00
-4.00,0.06,1.37,8.94,-2.15,-12.94
-1.37,-1.25,1.50,9.00,-2.16,-13.01
1.81,-1.87,1.50,9.02,-2.20,-13.13
3.62,-1.81,1.00,9.02,-2.26,-13.20
2.94,-0.75,0.06,8.99,-2.24,-13.24
0.62,0.25,-0.13,9.00,-2.20,-13.31
-0.56,1.75,0.31,0.02,0.01,0.02
-0.88,2.12,0.19,-0.02,-0.02,0.03
0.44,2.12,-0.50,-0.08,-0.06,0.08
0.37,1.56,-1.94,-0.13,0.01,0.21
-1.37,0.25,-2.37,-0.28,0.20,0.10
-2.56,0.37,-2.00,-0.33,0.42,0.14
-2.56,0.37,-0.25,-0.33,0.53,0.13
-1.62,0.88,2.56,-0.33,0.46,0.15
0.00,0.75,4.81,-0.13,0.01,0.20
1.75,-0.50,4.62,-0.09,-0.07,0.14
3.12,-0.50,3.50,-0.03,-0.14,0.00
1.87,-0.06,2.50,0.01,-0.12,-0.01
-0.19,0.88,2.06,-0.01,-0.12,-0.10
-2.37,2.19,1.56,0.00,-0.06,0.07
-4.62,2.50,1.56,-0.01,-0.10,0.17
-4.50,2.12,1.12,-0.02,-0.14,0.37
-3.12,0.50,-0.25,-0.01,-0.06,0.37
-0.94,-1.37,-1.50,-0.02,-0.01,0.24
1.62,-1.69,-1.87,-0.06,0.08,0.13
1.75,-1.12,-1.00,-0.11,0.23,0.09
0.37,-0.19,0.69,-0.10,0.14,0.06
-0.50,0.25,1.75,-0.05,0.03,0.17
-0.56,0.06,1.62,0.05,-0.08,0.19
0.19,-0.50,-0.13,0.03,-0.13,0.01
0.88,-0.37,-2.12,-0.09,0.00,0.01
-0.50,0.56,-2.37,-0.12,0.11,-0.11
-2.31,2.06,-1.44,-0.15,0.19,-0.06
-4.12,2.94,0.13,-0.14,0.05,0.25
-4.62,2.00,0.56,-0.06,0.00,0.29
-2.62,0.56,-0.25,0.01,0.00,0.16
0.94,0.31,-1.00,-0.16,0.04,0.17
1.94,0.37,-0.94,-0.15,0.05,0.18
0.06,-0.44,-0.69,-0.12,0.05,0.01
-1.37,0.19,-0.44,-0.11,0.00,0.03
-2.87,-0.13,-0.19,-0.06,-0.07,0.16
-2.37,-1.00,-0.81,-0.02,-0.09,0.03
0.25,-0.50,-1.87,-0.05,-0.03,0.02
1.06,0.25,-2.37,-0.14,0.03,0.11
-0.69,-0.31,-2.06,-0.19,0.20,0.03
-2.00,-0.06,-0.69,-0.10,0.22,0.01
-1.62,0.69,0.94,-0.06,0.07,0.17
-1.25,-0.44,1.25,-0.06,0.00,0.18
0.56,-0.75,0.50,0.00,-0.07,0.14
