2.87,0.13,1.81,0.00,0.00,0.00
3.50,-1.75,-1.06,0.00,0.00,0.00
2.81,-1.19,-4.00,0.00,0.00,0.00
-0.62,-0.50,-5.00,-9.03,1.49,-13.36
-4.69,0.88,-4.37,-9.07,1.56,-13.35
-6.75,1.62,-3.56,-9.13,1.52,-13.34
-6.12,2.06,-2.75,-9.12,1.65,-12.89
-3.94,0.06,-1.44,-9.05,1.65,-12.97
-0.06,-1.50,-0.50,-9.06,1.69,-13.03
2.94,-2.75,0.81,0.07,0.02,-0.07
3.25,-2.75,2.00,0.19,-0.03,-0.25
2.81,-1.06,3.19,0.20,-0.16,-0.11
1.12,-1.06,2.44,0.29,-0.32,0.03
-0.31,-1.87,0.81,0.26,-0.17,-0.01
-2.75,-2.69,0.44,0.10,-0.22,-0.02
-3.94,-3.31,-0.50,0.18,-0.12,-0.17
-3.94,-3.25,-0.37,0.15,-0.01,-0.13
-4.62,-3.06,0.37,0.13,-0.09,-0.04
-4.19,-3.25,0.69,0.13,-0.06,-0.04
-2.31,-3.62,1.00,0.10,-0.01,-0.12
-0.31,-2.94,1.87,0.09,0.03,-0.17
1.00,-1.94,3.56,0.22,-0.05,-0.24
1.44,-0.81,4.62,0.23,-0.14,-0.21
2.25,0.37,4.12,0.24,-0.18,-0.25
2.25,2.12,3.69,0.21,-0.25,-0.03
-0.25,2.37,3.06,0.19,-0.30,0.15
-2.31,0.50,2.06,0.22,-0.34,0.23
-2.12,-1.94,0.56,0.23,-0.30,0.15
0.06,-3.37,-0.44,0.14,-0.08,-0.08
1.37,-3.50,-0.37,0.07,-0.06,-0.17
1.25,-2.94,0.37,0.00,-0.02,-0.24
0.62,-1.81,1.19,0.03,0.00,-0.32
0.25,-0.19,2.81,0.20,-0.15,-0.35
0.81,2.44,3.00,0.22,-0.26,-0.22
1.12,3.81,2.31,0.23,-0.30,-0.02
1.00,2.50,1.06,0.16,-0.29,0.05
1.12,1.50,0.00,0.10,-0.19,0.10
0.69,0.50,0.06,0.14,-0.19,0.01
0.13,-0.19,0.62,0.17,-0.18,0.11
-1.00,-1.94,0.44,0.17,-0.22,0.07
-0.06,-2.50,-0.75,0.12,0.00,-0.25
2.00,-1.81,-0.56,0.11,0.07,-0.39
2.00,-1.81,-0.56,0.14,0.02,-0.36
0.44,3.31,2.87,0.22,-0.31,-0.08
-0.44,3.62,2.06,0.24,-0.33,0.05
0.06,1.75,0.50,0.22,-0.35,0.09
1.69,0.19,-0.81,0.23,-0.28,0.03
2.81,-1.50,-1.44,0.18,-0.35,-0.11
1.75,-2.50,-2.31,0.23,-0.26,-0.35
