-0.56,-0.19,-0.69,0.06,0.00,-0.07
-0.69,-0.25,-0.81,0.01,0.02,-0.02
-0.56,0.13,-0.75,0.04,0.02,-0.02
-0.56,0.13,-0.75,0.03,0.03,0.00
-0.56,0.13,-0.50,0.03,0.04,0.00
-0.31,0.06,-0.50,0.05,0.06,-0.01
-0.13,-0.31,-0.37,0.05,0.05,0.00
0.19,-0.69,-0.37,0.04,0.06,0.00
0.19,-0.69,-0.37,0.06,0.04,-0.01
0.69,-0.88,-0.19,0.05,0.02,-0.02
1.00,-0.94,0.13,0.05,0.03,-0.03
1.06,-0.81,0.13,0.07,0.04,-0.03
0.88,-1.06,0.50,0.04,0.00,-0.01
0.44,-1.12,0.56,0.05,-0.01,-0.04
0.06,-0.94,0.62,0.07,0.00,-0.05
-0.50,-1.00,0.75,0.07,0.00,-0.05
-1.00,-0.81,0.69,0.04,-0.03,-0.04
-1.31,-0.81,0.62,0.01,-0.03,-0.06
-0.81,-0.44,0.44,0.01,-0.02,-0.04
-0.25,0.06,0.25,0.01,0.00,-0.02
0.25,0.56,0.06,0.02,0.01,-0.03
0.06,0.37,-0.19,0.04,-0.01,0.00
-0.75,0.62,-0.19,0.02,0.00,0.00
-1.19,0.19,-0.62,0.02,0.00,0.00
-1.56,0.06,-0.69,0.04,0.02,-0.02
-0.88,0.06,-1.00,0.07,0.03,0.00
-0.06,0.13,-0.94,0.07,0.05,0.00
0.69,-0.06,-0.75,0.05,0.05,0.01
1.00,-0.44,-0.50,0.05,0.05,0.01
0.56,-0.94,-0.06,0.06,0.02,-0.02
0.56,-1.12,0.13,0.06,0.00,-0.04
0.62,-1.06,0.37,0.04,0.01,-0.04
0.88,-1.06,0.50,0.04,0.00,-0.04
1.00,-0.94,0.56,0.04,0.00,-0.04
1.00,-0.75,0.62,0.00,-0.01,-0.03
0.69,-0.44,0.81,0.00,-0.03,-0.05
-0.19,0.00,0.75,0.00,-0.02,-0.04
-0.81,0.13,0.50,-0.01,-0.03,-0.04
-1.25,0.31,0.31,-0.01,-0.03,-0.04
-1.50,0.56,0.13,0.00,-0.02,-0.05
-1.25,0.50,-0.31,-0.01,0.00,-0.04
-1.12,0.75,-0.62,0.00,0.00,0.00
-0.75,0.62,-0.69,0.01,0.03,0.00
-0.62,0.50,-0.75,0.01,0.03,0.00
-0.31,0.13,-0.75,0.00,0.04,0.00
-0.25,-0.31,-0.31,0.01,0.03,-0.02
0.19,-0.44,-0.19,0.04,0.02,-0.01
0.56,-0.69,0.13,0.01,0.00,-0.01
0.94,-0.75,0.31,0.01,0.00,-0.01
1.19,-0.62,0.50,0.00,0.00,-0.01
1.00,-0.75,0.56,0.02,0.00,-0.06
0.81,-0.69,0.62,0.01,-0.02,-0.05
0.31,-0.81,0.56,0.00,-0.03,-0.05
0.06,-0.69,0.56,0.00,-0.03,-0.05
-0.13,-0.44,0.56,0.00,0.00,-0.03
-0.37,-0.06,0.06,0.00,0.00,-0.03
-0.56,0.06,-0.13,0.01,-0.03,-0.06
-0.75,0.25,-0.25,0.01,-0.03,-0.06
-0.50,0.44,-0.69,0.00,0.01,-0.02
-0.62,0.31,-0.50,0.00,0.02,-0.01
-0.62,0.31,-0.75,0.00,0.02,-0.03
-0.75,0.00,-0.75,0.00,0.02,-0.03
-0.25,-0.13,-0.62,0.01,0.05,-0.02
-0.13,-0.25,-0.56,0.00,0.04,-0.01
0.31,-0.56,-0.50,0.00,0.04,-0.03
