38.31,-76.25,104.50,0.00,0.00,0.00
52.31,-81.44,100.50,0.00,0.00,0.00
62.13,-91.69,92.19,0.00,0.00,0.00
62.31,-103.69,82.25,0.50,-8.74,3.04
58.06,-111.12,71.25,0.43,-8.85,2.19
50.94,-115.19,60.19,0.34,-8.94,1.47
43.38,-117.56,48.88,0.37,-8.90,0.24
37.50,-119.12,37.31,0.27,-9.11,-0.66
35.19,-114.87,24.94,0.11,-8.92,-1.07
29.94,-108.94,14.06,0.02,-8.74,-1.62
25.31,-104.50,3.12,-0.24,-8.53,-1.63
22.44,-103.06,-6.00,-0.41,-8.55,-2.04
22.87,-100.00,-15.94,-0.56,-8.51,-2.36
22.81,-96.06,-27.75,-0.81,-8.21,-3.02
21.25,-91.25,-40.19,-0.94,-7.83,-3.26
16.44,-86.37,-50.13,-1.00,-7.33,-3.41
7.06,-82.44,-56.81,-1.24,-6.86,-3.51
-5.25,-77.87,-61.31,-1.50,-6.05,-3.84
-16.00,-71.37,-64.19,-1.77,-5.96,-3.68
-22.12,-66.37,-66.81,-2.02,-6.08,-3.56
-23.56,-63.69,-71.19,-2.27,-6.27,-3.55
-20.81,-60.69,-78.12,-2.68,-6.32,-4.23
-16.12,-55.63,-85.87,-2.82,-6.19,-4.69
-12.81,-46.00,-95.12,-3.03,-6.02,-4.83
-14.75,-36.94,-105.50,-3.23,-4.69,-4.77
-21.25,-29.62,-113.25,-3.36,-3.93,-4.79
-27.44,-22.69,-116.19,-3.49,-3.24,-4.78
-33.19,-15.00,-114.19,-3.63,-2.88,-4.67
-40.19,-8.81,-109.94,-3.51,-2.63,-4.45
-43.06,-5.56,-107.12,-3.44,-2.83,-4.91
-38.13,0.06,-107.12,-3.31,-3.12,-5.52
-32.94,10.50,-114.44,-3.44,-2.93,-5.62
-40.00,24.44,-123.31,-3.23,-0.42,-3.51
-48.56,23.50,-124.00,-3.55,-0.43,-5.54
-24.62,39.63,-127.25,-3.72,1.86,-4.16
-26.94,38.31,-110.56,-3.69,3.19,-2.96
-34.19,39.06,-92.62,-3.83,3.02,-4.14
-38.69,47.75,-74.56,-3.28,2.76,-3.89
-45.69,50.19,-57.19,-2.80,1.16,-4.35
