-57.75,-6.87,-146.25,0.00,0.00,0.00
-70.62,-5.94,-132.06,0.00,0.00,0.00
-65.75,-5.25,-110.62,-0.65,4.22,-6.52
-48.25,-4.87,-87.44,-0.41,3.61,-7.51
-29.19,3.62,-74.25,-0.05,2.42,-8.84
-22.31,24.06,-83.56,-0.47,1.72,-9.90
-49.63,47.13,-105.12,-0.91,2.93,-7.92
-71.12,67.25,-129.56,-1.52,3.44,-9.50
-69.37,98.62,-138.44,-2.73,8.79,-4.63
-87.50,99.94,-110.62,-3.27,8.99,-3.93
-92.31,96.56,-78.00,-2.77,9.25,-3.43
-82.00,92.94,-44.13,-2.86,8.73,-3.31
-70.94,74.06,-18.81,-2.10,4.96,-4.77
-61.94,77.50,-22.94,-2.22,4.41,-5.54
-91.44,102.19,-44.13,-2.32,5.64,-3.25
-150.37,116.44,-61.25,-2.74,6.71,-1.50
-177.31,124.75,-66.94,-3.34,10.34,2.17
-175.44,118.81,-46.69,-3.17,11.87,3.46
-154.94,101.81,-8.19,-2.76,11.92,3.67
-113.19,90.75,27.19,-2.08,11.49,3.16
-69.12,87.37,55.19,-1.48,9.39,0.73
-40.13,100.69,66.75,-1.68,8.56,1.31
-43.69,117.50,64.81,-1.88,8.29,2.62
-71.31,134.62,60.25,-2.33,7.98,6.12
-110.19,147.00,59.56,-2.39,10.08,8.35
-164.81,135.37,87.75,-2.20,10.54,10.67
-199.44,99.56,128.56,-1.02,9.62,11.10
-188.69,64.12,153.00,0.01,6.27,11.46
-164.12,26.69,161.31,0.57,4.61,10.75
-144.56,1.62,154.31,1.39,3.36,9.44
-129.44,-7.00,138.00,1.86,2.68,9.10
-118.81,-11.81,124.81,2.14,3.09,9.94
-103.37,-14.56,121.31,2.40,3.48,11.19
-83.37,-27.19,127.31,2.66,3.48,12.29
-65.44,-55.13,135.19,2.94,2.87,12.97
-61.00,-93.06,139.94,3.44,0.79,11.51
-65.75,-117.81,135.81,3.70,0.16,9.04
-77.00,-117.19,133.00,4.26,-0.32,7.26
-76.31,-114.19,131.06,4.76,-1.06,7.08
-46.38,-112.50,119.94,5.04,-0.69,6.88
-16.19,-114.25,116.62,4.89,-0.45,6.07
16.81,-111.56,122.69,4.90,-0.48,5.54
46.50,-109.75,134.25,5.16,-2.13,5.37
64.50,-115.50,140.56,5.16,-3.48,4.58
71.00,-123.50,136.06,5.27,-4.63,3.79
73.00,-134.50,123.62,5.32,-5.50,3.48
73.00,-134.50,123.62,5.51,-6.45,3.03
93.06,-150.25,104.50,5.61,-6.89,2.50
110.50,-151.00,99.00,5.70,-7.59,1.51
129.25,-144.25,89.31,5.60,-8.16,0.96
132.94,-139.37,77.81,5.57,-8.51,0.28
132.94,-139.37,77.81,5.43,-9.03,-0.70
113.56,-127.56,46.63,5.22,-9.38,-1.40
107.06,-113.12,24.81,5.16,-9.61,-2.02
101.62,-96.12,2.12,5.06,-9.51,-2.70
97.81,-79.75,-21.25,4.89,-9.11,-2.39
97.81,-79.75,-21.25,4.67,-8.56,-2.05
93.44,-72.00,-41.25,4.22,-7.01,-1.90
99.69,-75.94,-64.56,3.86,-6.66,-2.15
107.31,-82.31,-66.75,3.50,-6.47,-2.71
108.00,-87.94,-65.44,3.33,-6.40,-3.13
108.00,-87.94,-65.44,2.92,-6.84,-4.97
101.62,-92.25,-65.62,2.72,-6.85,-5.42
82.19,-83.12,-76.56,2.56,-6.97,-5.78
66.25,-72.94,-84.31,2.08,-7.34,-5.83
47.13,-64.37,-96.87,1.93,-7.20,-4.64
