-13.56,-4.44,-133.12,0.00,0.00,0.00
-0.19,-19.12,-152.87,0.00,0.00,0.00
9.56,-29.25,-169.12,0.90,1.89,7.56
13.69,-39.75,-170.87,0.68,3.54,7.37
17.94,-52.00,-159.06,0.37,4.69,7.26
22.69,-63.44,-142.06,0.21,5.43,6.45
20.12,-74.31,-124.94,-0.04,4.84,6.19
17.56,-85.37,-113.56,-0.09,3.87,5.39
21.56,-95.00,-111.19,-0.34,2.77,4.31
28.56,-103.87,-118.44,-0.74,3.19,3.59
35.75,-108.12,-131.06,-1.10,4.25,2.86
42.56,-107.12,-135.62,-1.19,5.62,2.54
45.63,-108.50,-127.62,-2.39,7.50,2.44
38.25,-115.37,-109.56,-3.00,8.29,4.97
37.94,-151.56,-99.44,-1.29,5.85,2.57
66.87,-143.75,-97.06,-3.18,7.80,0.37
41.88,-135.69,-49.31,-2.90,6.89,-1.11
20.50,-120.44,-18.37,-2.61,4.83,-0.98
20.31,-111.19,-19.44,-2.27,3.98,0.29
23.31,-115.75,-33.44,-2.53,3.65,0.28
33.13,-118.56,-48.75,-3.10,5.59,-0.57
41.19,-118.25,-47.75,-3.36,6.86,-0.37
44.75,-115.75,-29.75,-3.73,6.93,-0.94
42.88,-112.19,-1.81,-3.72,5.84,-1.00
36.13,-108.50,22.19,-4.02,4.64,-1.24
24.31,-99.37,34.69,-3.95,3.79,-1.40
5.25,-86.37,37.06,-4.38,3.35,-1.46
-10.25,-73.69,33.56,-4.08,3.49,-0.96
-6.56,-68.19,32.00,-4.71,3.74,-0.98
24.06,-64.87,37.81,-5.21,4.03,-1.14
66.81,-62.81,53.19,-5.21,4.20,-0.78
99.31,-66.44,72.19,-5.07,4.01,-1.20
114.62,-67.56,90.69,-5.44,3.46,-1.77
113.25,-65.50,105.62,-5.27,3.02,-2.10
102.00,-64.69,112.94,-5.20,2.25,-2.87
88.12,-56.81,113.50,-5.07,1.85,-3.96
66.50,-48.56,116.62,-5.45,1.32,-4.36
51.81,-40.13,120.00,-5.29,1.19,-5.00
47.38,-27.87,124.06,-5.24,1.14,-5.05
47.06,-19.37,130.94,-5.24,0.16,-5.55
52.75,-11.38,134.62,-5.02,-0.39,-5.89
58.56,-2.00,135.25,-5.08,-1.02,-5.91
58.56,8.00,132.25,-4.88,-2.08,-6.04
51.25,18.31,126.56,-4.91,-2.51,-5.95
36.50,27.56,119.94,-4.73,-2.96,-5.96
19.81,38.13,112.94,-4.56,-3.40,-6.03
19.81,38.13,112.94,-4.29,-4.09,-6.07
1.00,60.75,94.44,-4.17,-4.13,-5.98
3.81,72.25,84.44,-4.10,-4.01,-5.65
12.13,82.62,75.87,-3.99,-3.68,-4.99
19.87,88.31,69.87,-3.76,-2.82,-3.52
28.25,88.87,68.56,-3.53,-2.66,-3.28
32.88,89.75,72.12,-3.22,-2.91,-3.09
27.31,92.00,76.62,-2.90,-3.51,-3.11
14.88,97.50,76.06,-2.78,-5.89,-4.87
13.56,124.00,56.44,-2.38,-6.49,-3.08
2.25,133.25,37.38,-2.04,-5.67,-2.34
-9.81,141.94,26.44,-1.87,-5.52,-1.25
-5.69,145.00,16.94,-1.27,-4.84,-0.58
1.44,136.81,12.13,-1.13,-4.40,0.03
3.87,125.75,11.63,-0.85,-4.21,0.06
3.87,125.75,11.63,-1.03,-5.33,-1.17
-2.94,121.62,12.63,-0.17,-4.66,-0.21
-33.63,139.44,5.81,-0.05,-5.52,-0.63
-45.00,147.81,1.31,0.11,-6.72,-0.32
-43.00,147.81,-10.75,0.30,-7.02,1.70
-43.00,147.81,-10.75,0.36,-7.42,1.69
-41.38,140.06,-19.87,0.70,-7.20,2.59
-33.88,135.56,-45.19,1.17,-6.46,4.00
-45.00,125.56,-61.56,1.24,-4.68,6.16
-54.06,111.50,-74.75,1.52,-3.25,6.73
-54.06,111.50,-74.75,1.77,-2.40,6.85
-57.25,96.87,-73.62,1.97,-2.37,6.67
-41.81,69.06,-52.69,2.26,-3.57,6.21
-34.63,61.13,-49.44,2.37,-4.60,5.78
-33.94,64.69,-55.00,1.99,-5.11,5.37
-33.94,64.69,-55.00,2.18,-4.69,8.57
-33.50,72.44,-76.75,1.97,-3.21,8.97
-25.50,32.50,-133.12,1.65,-1.49,8.45
-14.63,7.81,-132.94,1.51,0.86,9.03
-12.44,-17.69,-109.12,0.91,0.06,7.32
-12.44,-17.69,-109.12,0.91,0.06,7.32
4.94,-26.44,-96.62,0.94,-1.79,6.54
15.63,-44.88,-99.75,0.68,-2.94,5.27
15.25,-45.69,-126.75,0.17,-0.48,4.57
8.44,-45.19,-153.81,-0.12,1.72,4.48
8.44,-45.19,-153.81,-0.12,1.72,4.48
8.31,-44.94,-164.31,-0.59,3.89,5.07
1.69,-54.25,-135.19,-1.20,6.81,6.38
-0.56,-62.56,-112.06,-1.14,6.06,6.80
5.50,-80.50,-92.44,-1.13,4.81,6.72
5.50,-80.50,-92.44,-1.13,4.81,6.72
15.75,-99.94,-82.62,-1.39,2.98,4.63
